Country,Year,Hydro (%  of energy used)
Russia,1998,6.323
Russia,1999,6.323
Russia,2000,6.35
Russia,2001,6.584
Russia,2002,6.124
Russia,2003,5.722
Russia,2004,6.363
Russia,2005,6.219
Russia,2006,5.947
Russia,2007,6.002
Russia,2008,5.526
Russia,2009,6.112
Russia,2010,5.582
Russia,2011,5.261
Russia,2012,5.23
Russia,2013,5.829
Russia,2014,5.532
Russia,2015,5.419
Russia,2016,5.799
Russia,2017,5.746
Russia,2018,5.666
Russia,2019,5.796
Russia,2020,6.664
Saudi Arabia,1965,0
Saudi Arabia,1966,0
Saudi Arabia,1967,0
Saudi Arabia,1968,0
Saudi Arabia,1969,0
Saudi Arabia,1970,0
Saudi Arabia,1971,0
Saudi Arabia,1972,0
Saudi Arabia,1973,0
Saudi Arabia,1974,0
Saudi Arabia,1975,0
Saudi Arabia,1976,0
Saudi Arabia,1977,0
Saudi Arabia,1978,0
Saudi Arabia,1979,0
Saudi Arabia,1980,0
Saudi Arabia,1981,0
Saudi Arabia,1982,0
Saudi Arabia,1983,0
Saudi Arabia,1984,0
Saudi Arabia,1985,0
Saudi Arabia,1986,0
Saudi Arabia,1987,0
Saudi Arabia,1988,0
Saudi Arabia,1989,0
Saudi Arabia,1990,0
Saudi Arabia,1991,0
Saudi Arabia,1992,0
Saudi Arabia,1993,0
Saudi Arabia,1994,0
Saudi Arabia,1995,0
Saudi Arabia,1996,0
Saudi Arabia,1997,0
Saudi Arabia,1998,0
Saudi Arabia,1999,0
Saudi Arabia,2000,0
Saudi Arabia,2001,0
Saudi Arabia,2002,0
Saudi Arabia,2003,0
Saudi Arabia,2004,0
Saudi Arabia,2005,0
Saudi Arabia,2006,0
Saudi Arabia,2007,0
Saudi Arabia,2008,0
Saudi Arabia,2009,0
Saudi Arabia,2010,0
Saudi Arabia,2011,0
Saudi Arabia,2012,0
Saudi Arabia,2013,0
Saudi Arabia,2014,0
Saudi Arabia,2015,0
Saudi Arabia,2016,0
Saudi Arabia,2017,0
Saudi Arabia,2018,0
Saudi Arabia,2019,0
Saudi Arabia,2020,0
Singapore,1965,0
Singapore,1966,0
Singapore,1967,0
Singapore,1968,0
Singapore,1969,0
Singapore,1970,0
Singapore,1971,0
Singapore,1972,0
Singapore,1973,0
Singapore,1974,0
Singapore,1975,0
Singapore,1976,0
Singapore,1977,0
Singapore,1978,0
Singapore,1979,0
Singapore,1980,0
Singapore,1981,0
Singapore,1982,0
Singapore,1983,0
Singapore,1984,0
Singapore,1985,0
Singapore,1986,0
Singapore,1987,0
Singapore,1988,0
Singapore,1989,0
Singapore,1990,0
Singapore,1991,0
Singapore,1992,0
Singapore,1993,0
Singapore,1994,0
Singapore,1995,0
Singapore,1996,0
Singapore,1997,0
Singapore,1998,0
Singapore,1999,0
Singapore,2000,0
Singapore,2001,0
Singapore,2002,0
Singapore,2003,0
Singapore,2004,0
Singapore,2005,0
Singapore,2006,0
Singapore,2007,0
Singapore,2008,0
Singapore,2009,0
Singapore,2010,0
Singapore,2011,0
Singapore,2012,0
Singapore,2013,0
Singapore,2014,0
Singapore,2015,0
Singapore,2016,0
Singapore,2017,0
Singapore,2018,0
Singapore,2019,0
Singapore,2020,0
Slovakia,1965,5.801
Slovakia,1966,5.369
Slovakia,1967,4.574
Slovakia,1968,3.802
Slovakia,1969,2.832
Slovakia,1970,3.864
Slovakia,1971,2.703
Slovakia,1972,2.693
Slovakia,1973,2.213
Slovakia,1974,3.538
Slovakia,1975,3.044
Slovakia,1976,2.959
Slovakia,1977,3.358
Slovakia,1978,3.002
Slovakia,1979,2.434
Slovakia,1980,2.871
Slovakia,1981,2.52
Slovakia,1982,2.237
Slovakia,1983,2.368
Slovakia,1984,1.865
Slovakia,1985,2.463
Slovakia,1986,1.967
Slovakia,1987,2.218
Slovakia,1988,2.005
Slovakia,1989,2.21
Slovakia,1990,2.112
Slovakia,1991,1.768
Slovakia,1992,2.529
Slovakia,1993,4.615
Slovakia,1994,5.892
Slovakia,1995,6.511
Slovakia,1996,5.597
Slovakia,1997,5.482
Slovakia,1998,5.696
Slovakia,1999,5.926
Slovakia,2000,5.923
Slovakia,2001,6.108
Slovakia,2002,6.438
Slovakia,2003,4.116
Slovakia,2004,5.101
Slovakia,2005,5.443
Slovakia,2006,5.311
Slovakia,2007,5.681
Slovakia,2008,5.154
Slovakia,2009,6.1
Slovakia,2010,6.56
Slovakia,2011,4.835
Slovakia,2012,5.517
Slovakia,2013,6.334
Slovakia,2014,6.154
Slovakia,2015,5.706
Slovakia,2016,5.918
Slovakia,2017,5.645
Slovakia,2018,4.734
Slovakia,2019,5.926
Slovakia,2020,6.414
Slovenia,1990,12.062
Slovenia,1991,14.638
Slovenia,1992,14.85
Slovenia,1993,12.797
Slovenia,1994,13.476
Slovenia,1995,12.269
Slovenia,1996,13.193
Slovenia,1997,10.858
Slovenia,1998,12.094
Slovenia,1999,13.254
Slovenia,2000,13.72
Slovenia,2001,12.906
Slovenia,2002,11.24
Slovenia,2003,10.155
Slovenia,2004,13.183
Slovenia,2005,11.058
Slovenia,2006,11.297
Slovenia,2007,10.263
Slovenia,2008,11.474
Slovenia,2009,14.506
Slovenia,2010,13.786
Slovenia,2011,11.117
Slovenia,2012,12.458
Slovenia,2013,14.884
Slovenia,2014,19.043
Slovenia,2015,13.075
Slovenia,2016,14.389
Slovenia,2017,12.145
Slovenia,2018,14.401
Slovenia,2019,14.07
Slovenia,2020,16.287
South Africa,1965,0.029
South Africa,1966,0.028
South Africa,1967,0.019
South Africa,1968,0.017
South Africa,1969,0.014
South Africa,1970,0.016
South Africa,1971,0.069
South Africa,1972,0.494
South Africa,1973,0.542
South Africa,1974,0.606
South Africa,1975,0.562
South Africa,1976,0.903
South Africa,1977,0.913
South Africa,1978,0.904
South Africa,1979,0.525
South Africa,1980,0.427
South Africa,1981,0.611
South Africa,1982,0.349
South Africa,1983,0.202
South Africa,1984,0.174
South Africa,1985,0.19
South Africa,1986,0.484
South Africa,1987,0.475
South Africa,1988,0.844
South Africa,1989,0.771
South Africa,1990,0.273
South Africa,1991,0.539
South Africa,1992,0.204
South Africa,1993,0.04
South Africa,1994,0.279
South Africa,1995,0.132
South Africa,1996,0.322
South Africa,1997,0.499
South Africa,1998,0.387
South Africa,1999,0.171
South Africa,2000,0.258
South Africa,2001,0.399
South Africa,2002,0.493
South Africa,2003,0.179
South Africa,2004,0.187
South Africa,2005,0.276
South Africa,2006,0.585
South Africa,2007,0.559
South Africa,2008,0.228
South Africa,2009,0.262
South Africa,2010,0.204
South Africa,2011,0.55
South Africa,2012,0.185
South Africa,2013,0.198
South Africa,2014,0.316
South Africa,2015,0.106
South Africa,2016,0.174
South Africa,2017,0.333
South Africa,2018,0.205
South Africa,2019,0.167
South Africa,2020,0.09
South Korea,1965,2.642
South Korea,1966,3.021
South Korea,1967,2.543
South Korea,1968,2.163
South Korea,1969,2.754
South Korea,1970,2.027
South Korea,1971,2.026
South Korea,1972,2.026
South Korea,1973,1.537
South Korea,1974,2.195
South Korea,1975,1.762
South Korea,1976,1.674
South Korea,1977,1.133
South Korea,1978,1.314
South Korea,1979,1.448
South Korea,1980,1.176
South Korea,1981,1.52
South Korea,1982,1.003
South Korea,1983,1.235
South Korea,1984,0.985
South Korea,1985,1.421
South Korea,1986,1.237
South Korea,1987,1.424
South Korea,1988,0.639
South Korea,1989,0.877
South Korea,1990,1.225
South Korea,1991,0.806
South Korea,1992,0.635
South Korea,1993,0.79
South Korea,1994,0.406
South Korea,1995,0.437
South Korea,1996,0.348
South Korea,1997,0.368
South Korea,1998,0.622
South Korea,1999,0.554
South Korea,2000,0.505
South Korea,2001,0.284
South Korea,2002,0.374
South Korea,2003,0.544
South Korea,2004,0.466
South Korea,2005,0.382
South Korea,2006,0.353
South Korea,2007,0.356
South Korea,2008,0.294
South Korea,2009,0.266
South Korea,2010,0.32
South Korea,2011,0.379
South Korea,2012,0.322
South Korea,2013,0.345
South Korea,2014,0.218
South Korea,2015,0.166
South Korea,2016,0.214
South Korea,2017,0.206
South Korea,2018,0.242
South Korea,2019,0.203
South Korea,2020,0.292
Spain,1965,16.379
Spain,1966,20.088
Spain,1967,15.445
Spain,1968,15.804
Spain,1969,17.539
Spain,1970,14.73
Spain,1971,15.335
Spain,1972,15.817
Spain,1973,11.748
Spain,1974,11.935
Spain,1975,9.896
Spain,1976,7.425
Spain,1977,13.613
Spain,1978,13.772
Spain,1979,14.747
Spain,1980,9.314
Spain,1981,6.852
Spain,1982,8.233
Spain,1983,8.263
Spain,1984,9.482
Spain,1985,9.501
Spain,1986,7.875
Spain,1987,7.852
Spain,1988,9.692
Spain,1989,5.064
Spain,1990,6.655
Spain,1991,6.901
Spain,1992,4.562
Spain,1993,6.081
Spain,1994,6.713
Spain,1995,5.299
Spain,1996,8.806
Spain,1997,7.285
Spain,1998,6.794
Spain,1999,4.426
Spain,2000,5.414
Spain,2001,7.144
Spain,2002,3.917
Spain,2003,6.609
Spain,2004,4.884
Spain,2005,2.716
Spain,2006,3.858
Spain,2007,3.947
Spain,2008,3.489
Spain,2009,4.195
Spain,2010,6.491
Spain,2011,4.782
Spain,2012,3.211
Spain,2013,6.032
Spain,2014,6.508
Spain,2015,4.584
Spain,2016,5.84
Spain,2017,2.885
Spain,2018,5.305
Spain,2019,3.582
Spain,2020,4.911
Sri Lanka,1965,15.602
Sri Lanka,1966,16.481
Sri Lanka,1967,16.526
Sri Lanka,1968,18.269
Sri Lanka,1969,20.194
Sri Lanka,1970,14.576
Sri Lanka,1971,17.282
Sri Lanka,1972,16.405
Sri Lanka,1973,13.395
Sri Lanka,1974,21.874
Sri Lanka,1975,23.795
Sri Lanka,1976,24.478
Sri Lanka,1977,25.003
Sri Lanka,1978,24.396
Sri Lanka,1979,25.143
Sri Lanka,1980,25.215
Sri Lanka,1981,23.292
Sri Lanka,1982,21.5
Sri Lanka,1983,15.947
Sri Lanka,1984,27.604
Sri Lanka,1985,32.41
Sri Lanka,1986,34.814
Sri Lanka,1987,27.859
Sri Lanka,1988,32.232
Sri Lanka,1989,35.053
Sri Lanka,1990,36.199
Sri Lanka,1991,34.738
Sri Lanka,1992,29.628
Sri Lanka,1993,36.184
Sri Lanka,1994,35.543
Sri Lanka,1995,35.975
Sri Lanka,1996,24.91
Sri Lanka,1997,24.489
Sri Lanka,1998,25.642
Sri Lanka,1999,25.212
Sri Lanka,2000,17.918
Sri Lanka,2001,17.676
Sri Lanka,2002,14.881
Sri Lanka,2003,17.487
Sri Lanka,2004,16.084
Sri Lanka,2005,16.213
Sri Lanka,2006,19.894
Sri Lanka,2007,16.542
Sri Lanka,2008,18.412
Sri Lanka,2009,16.667
Sri Lanka,2010,22.429
Sri Lanka,2011,17.233
Sri Lanka,2012,12.245
Sri Lanka,2013,25.123
Sri Lanka,2014,15.417
Sri Lanka,2015,18.721
Sri Lanka,2016,12.36
Sri Lanka,2017,11.098
Sri Lanka,2018,16.571
Sri Lanka,2019,12.084
Sri Lanka,2020,13.531
Sweden,1965,33.526
Sweden,1966,30.753
Sweden,1967,32.567
Sweden,1968,30.112
Sweden,1969,25.774
Sweden,1970,24.058
Sweden,1971,29.732
Sweden,1972,29.833
Sweden,1973,31.449
Sweden,1974,32.529
Sweden,1975,30.896
Sweden,1976,27.602
Sweden,1977,27.293
Sweden,1978,25.305
Sweden,1979,25.37
Sweden,1980,26.014
Sweden,1981,26.653
Sweden,1982,25.826
Sweden,1983,30.074
Sweden,1984,30.39
Sweden,1985,29.228
Sweden,1986,24.146
Sweden,1987,29.174
Sweden,1988,29.042
Sweden,1989,30.515
Sweden,1990,30.313
Sweden,1991,27.87
Sweden,1992,32.581
Sweden,1993,33.07
Sweden,1994,26.092
Sweden,1995,29.785
Sweden,1996,23.204
Sweden,1997,30.037
Sweden,1998,30.032
Sweden,1999,29.666
Sweden,2000,35.198
Sweden,2001,32.77
Sweden,2002,29.146
Sweden,2003,24.327
Sweden,2004,25.472
Sweden,2005,29.622
Sweden,2006,26.538
Sweden,2007,27.951
Sweden,2008,29.472
Sweden,2009,30.351
Sweden,2010,28.877
Sweden,2011,29.352
Sweden,2012,32.425
Sweden,2013,26.69
Sweden,2014,27.707
Sweden,2015,31.552
Sweden,2016,26.265
Sweden,2017,26.496
Sweden,2018,25.709
Sweden,2019,25.929
Sweden,2020,29.617
Switzerland,1965,37.573
Switzerland,1966,39.985
Switzerland,1967,40.627
Switzerland,1968,38.187
Switzerland,1969,35.266
Switzerland,1970,33.248
Switzerland,1971,32.326
Switzerland,1972,27.31
Switzerland,1973,27.101
Switzerland,1974,29.753
Switzerland,1975,33.251
Switzerland,1976,27.828
Switzerland,1977,33.928
Switzerland,1978,31.111
Switzerland,1979,29.36
Switzerland,1980,30.939
Switzerland,1981,32.572
Switzerland,1982,34.076
Switzerland,1983,31.895
Switzerland,1984,28.014
Switzerland,1985,28.127
Switzerland,1986,27.495
Switzerland,1987,29.181
Switzerland,1988,29.908
Switzerland,1989,26.573
Switzerland,1990,25.492
Switzerland,1991,26.738
Switzerland,1992,26.829
Switzerland,1993,29.452
Switzerland,1994,30.634
Switzerland,1995,29.079
Switzerland,1996,24.541
Switzerland,1997,27.221
Switzerland,1998,26.605
Switzerland,1999,30.492
Switzerland,2000,28.758
Switzerland,2001,30.026
Switzerland,2002,27.241
Switzerland,2003,27.046
Switzerland,2004,26.465
Switzerland,2005,25.34
Switzerland,2006,23.987
Switzerland,2007,27.515
Switzerland,2008,27.042
Switzerland,2009,26.715
Switzerland,2010,27.538
Switzerland,2011,25.89
Switzerland,2012,29.067
Switzerland,2013,28.046
Switzerland,2014,28.922
Switzerland,2015,29.571
Switzerland,2016,28.278
Switzerland,2017,27.614
Switzerland,2018,27.453
Switzerland,2019,28.522
Switzerland,2020,31.058
Taiwan,1965,10.277
Taiwan,1966,9.869
Taiwan,1967,8.945
Taiwan,1968,11.441
Taiwan,1969,8.618
Taiwan,1970,7.426
Taiwan,1971,6.376
Taiwan,1972,7.023
Taiwan,1973,5.613
Taiwan,1974,8.126
Taiwan,1975,8.248
Taiwan,1976,5.504
Taiwan,1977,4.71
Taiwan,1978,4.925
Taiwan,1979,4.267
Taiwan,1980,2.591
Taiwan,1981,4.539
Taiwan,1982,4.056
Taiwan,1983,3.753
Taiwan,1984,3.181
Taiwan,1985,4.171
Taiwan,1986,3.932
Taiwan,1987,3.268
Taiwan,1988,2.519
Taiwan,1989,2.461
Taiwan,1990,3.037
Taiwan,1991,1.72
Taiwan,1992,2.77
Taiwan,1993,1.636
Taiwan,1994,1.914
Taiwan,1995,1.717
Taiwan,1996,1.614
Taiwan,1997,1.686
Taiwan,1998,1.867
Taiwan,1999,1.45
Taiwan,2000,1.226
Taiwan,2001,1.317
Taiwan,2002,0.683
Taiwan,2003,0.719
Taiwan,2004,0.71
Taiwan,2005,0.887
Taiwan,2006,0.865
Taiwan,2007,0.893
Taiwan,2008,0.895
Taiwan,2009,0.795
Taiwan,2010,0.826
Taiwan,2011,0.79
Taiwan,2012,1.119
Taiwan,2013,1.042
Taiwan,2014,0.807
Taiwan,2015,0.831
Taiwan,2016,1.212
Taiwan,2017,0.995
Taiwan,2018,0.803
Taiwan,2019,1.008
Taiwan,2020,0.557
Thailand,1965,7.645
Thailand,1966,8.119
Thailand,1967,9.171
Thailand,1968,7.333
Thailand,1969,5.162
Thailand,1970,7.414
Thailand,1971,7.672
Thailand,1972,5.326
Thailand,1973,5.465
Thailand,1974,6.874
Thailand,1975,8.622
Thailand,1976,8.737
Thailand,1977,7.122
Thailand,1978,4.225
Thailand,1979,6.201
Thailand,1980,2.415
Thailand,1981,5.573
Thailand,1982,7.021
Thailand,1983,6.059
Thailand,1984,6.139
Thailand,1985,5.299
Thailand,1986,7.448
Thailand,1987,4.76
Thailand,1988,3.894
Thailand,1989,5.023
Thailand,1990,3.774
Thailand,1991,3.142
Thailand,1992,2.628
Thailand,1993,2.004
Thailand,1994,2.179
Thailand,1995,2.976
Thailand,1996,2.881
Thailand,1997,2.683
Thailand,1998,2.081
Thailand,1999,1.304
Thailand,2000,2.226
Thailand,2001,2.204
Thailand,2002,2.37
Thailand,2003,2.131
Thailand,2004,1.602
Thailand,2005,1.476
Thailand,2006,2.027
Thailand,2007,1.931
Thailand,2008,1.655
Thailand,2009,1.594
Thailand,2010,1.144
Thailand,2011,1.624
Thailand,2012,1.605
Thailand,2013,1.007
Thailand,2014,0.93
Thailand,2015,0.658
Thailand,2016,0.603
Thailand,2017,0.779
Thailand,2018,1.23
Thailand,2019,1.02
Thailand,2020,0.788
Trinidad and Tobago,1965,0
Trinidad and Tobago,1966,0
Trinidad and Tobago,1967,0
Trinidad and Tobago,1968,0
Trinidad and Tobago,1969,0
Trinidad and Tobago,1970,0
Trinidad and Tobago,1971,0
Trinidad and Tobago,1972,0
Trinidad and Tobago,1973,0
Trinidad and Tobago,1974,0
Trinidad and Tobago,1975,0
Trinidad and Tobago,1976,0
Trinidad and Tobago,1977,0
Trinidad and Tobago,1978,0
Trinidad and Tobago,1979,0
Trinidad and Tobago,1980,0
Trinidad and Tobago,1981,0
Trinidad and Tobago,1982,0
Trinidad and Tobago,1983,0
Trinidad and Tobago,1984,0
Trinidad and Tobago,1985,0
Trinidad and Tobago,1986,0
Trinidad and Tobago,1987,0
Trinidad and Tobago,1988,0
Trinidad and Tobago,1989,0
Trinidad and Tobago,1990,0
Trinidad and Tobago,1991,0
Trinidad and Tobago,1992,0
Trinidad and Tobago,1993,0
Trinidad and Tobago,1994,0
Trinidad and Tobago,1995,0
Trinidad and Tobago,1996,0
Trinidad and Tobago,1997,0
Trinidad and Tobago,1998,0
Trinidad and Tobago,1999,0
Trinidad and Tobago,2000,0
Trinidad and Tobago,2001,0
Trinidad and Tobago,2002,0
Trinidad and Tobago,2003,0
Trinidad and Tobago,2004,0
Trinidad and Tobago,2005,0
Trinidad and Tobago,2006,0
Trinidad and Tobago,2007,0
Trinidad and Tobago,2008,0
Trinidad and Tobago,2009,0
Trinidad and Tobago,2010,0
Trinidad and Tobago,2011,0
Trinidad and Tobago,2012,0
Trinidad and Tobago,2013,0
Trinidad and Tobago,2014,0
Trinidad and Tobago,2015,0
Trinidad and Tobago,2016,0
Trinidad and Tobago,2017,0
Trinidad and Tobago,2018,0
Trinidad and Tobago,2019,0
Trinidad and Tobago,2020,0
Turkey,1965,6.651
Turkey,1966,6.218
Turkey,1967,6.123
Turkey,1968,7.011
Turkey,1969,6.968
Turkey,1970,5.767
Turkey,1971,4.48
Turkey,1972,4.923
Turkey,1973,3.527
Turkey,1974,4.46
Turkey,1975,7.052
Turkey,1976,8.892
Turkey,1977,8.313
Turkey,1978,8.564
Turkey,1979,10.016
Turkey,1980,10.635
Turkey,1981,11.725
Turkey,1982,12.066
Turkey,1983,9.331
Turkey,1984,10.497
Turkey,1985,8.715
Turkey,1986,7.879
Turkey,1987,10.859
Turkey,1988,15.4
Turkey,1989,9.688
Turkey,1990,11.526
Turkey,1991,11.061
Turkey,1992,12.331
Turkey,1993,14.519
Turkey,1994,13.498
Turkey,1995,14.021
Turkey,1996,14.644
Turkey,1997,13.764
Turkey,1998,14.239
Turkey,1999,11.991
Turkey,2000,9.985
Turkey,2001,8.481
Turkey,2002,10.82
Turkey,2003,10.647
Turkey,2004,12.905
Turkey,2005,10.75
Turkey,2006,10.769
Turkey,2007,8.152
Turkey,2008,7.491
Turkey,2009,7.942
Turkey,2010,10.801
Turkey,2011,10.151
Turkey,2012,10.508
Turkey,2013,10.809
Turkey,2014,7.118
Turkey,2015,10.685
Turkey,2016,10.126
Turkey,2017,8.222
Turkey,2018,8.522
Turkey,2019,12.169
Turkey,2020,11.023
Turkmenistan,1985,0.006
Turkmenistan,1986,0.005
Turkmenistan,1987,0.005
Turkmenistan,1988,0.005
Turkmenistan,1989,0.005
Turkmenistan,1990,0.005
Turkmenistan,1991,0.005
Turkmenistan,1992,0.008
Turkmenistan,1993,0.011
Turkmenistan,1994,0.009
Turkmenistan,1995,0.01
Turkmenistan,1996,0.009
Turkmenistan,1997,0.012
Turkmenistan,1998,0.011
Turkmenistan,1999,0.01
Turkmenistan,2000,0.007
Turkmenistan,2001,0.006
Turkmenistan,2002,0.007
Turkmenistan,2003,0.005
Turkmenistan,2004,0.005
Turkmenistan,2005,0.005
Turkmenistan,2006,0.005
Turkmenistan,2007,0.005
Turkmenistan,2008,0.006
Turkmenistan,2009,0.004
Turkmenistan,2010,0.003
Turkmenistan,2011,0.003
Turkmenistan,2012,0.003
Turkmenistan,2013,0.003
Turkmenistan,2014,0.003
Turkmenistan,2015,0.002
Turkmenistan,2016,0.002
Turkmenistan,2017,0.002
Turkmenistan,2018,0.002
Turkmenistan,2019,0.002
Turkmenistan,2020,0.002
USSR,1965,3.277
USSR,1966,3.475
USSR,1967,3.189
USSR,1968,3.612
USSR,1969,3.83
USSR,1970,3.932
USSR,1971,3.799
USSR,1972,3.522
USSR,1973,3.336
USSR,1974,3.412
USSR,1975,3.102
USSR,1976,3.217
USSR,1977,3.335
USSR,1978,3.691
USSR,1979,3.641
USSR,1980,3.809
USSR,1981,3.786
USSR,1982,3.455
USSR,1983,3.494
USSR,1984,3.79
Ukraine,1985,1.072
Ukraine,1986,1.061
Ukraine,1987,0.936
Ukraine,1988,1.163
Ukraine,1989,1.032
Ukraine,1990,0.916
Ukraine,1991,1.089
Ukraine,1992,0.867
Ukraine,1993,1.386
Ukraine,1994,1.781
Ukraine,1995,1.5
Ukraine,1996,1.396
Ukraine,1997,1.653
Ukraine,1998,2.737
Ukraine,1999,2.528
Ukraine,2000,1.984
Ukraine,2001,2.134
Ukraine,2002,1.706
Ukraine,2003,1.587
Ukraine,2004,2.015
Ukraine,2005,2.081
Ukraine,2006,2.13
Ukraine,2007,1.673
Ukraine,2008,1.954
Ukraine,2009,2.365
Ukraine,2010,2.422
Ukraine,2011,1.937
Ukraine,2012,1.879
Ukraine,2013,2.601
Ukraine,2014,1.795
Ukraine,2015,1.37
Ukraine,2016,1.851
Ukraine,2017,2.306
Ukraine,2018,2.578
Ukraine,2019,1.697
Ukraine,2020,1.681
United Arab Emirates,1965,0
United Arab Emirates,1966,0
United Arab Emirates,1967,0
United Arab Emirates,1968,0
United Arab Emirates,1969,0
United Arab Emirates,1970,0
United Arab Emirates,1971,0
United Arab Emirates,1972,0
United Arab Emirates,1973,0
United Arab Emirates,1974,0
United Arab Emirates,1975,0
United Arab Emirates,1976,0
United Arab Emirates,1977,0
United Arab Emirates,1978,0
United Arab Emirates,1979,0
United Arab Emirates,1980,0
United Arab Emirates,1981,0
United Arab Emirates,1982,0
United Arab Emirates,1983,0
United Arab Emirates,1984,0
United Arab Emirates,1985,0
United Arab Emirates,1986,0
United Arab Emirates,1987,0
United Arab Emirates,1988,0
United Arab Emirates,1989,0
United Arab Emirates,1990,0
United Arab Emirates,1991,0
United Arab Emirates,1992,0
United Arab Emirates,1993,0
United Arab Emirates,1994,0
United Arab Emirates,1995,0
United Arab Emirates,1996,0
United Arab Emirates,1997,0
United Arab Emirates,1998,0
United Arab Emirates,1999,0
United Arab Emirates,2000,0
United Arab Emirates,2001,0
United Arab Emirates,2002,0
United Arab Emirates,2003,0
United Arab Emirates,2004,0
United Arab Emirates,2005,0
United Arab Emirates,2006,0
United Arab Emirates,2007,0
United Arab Emirates,2008,0
United Arab Emirates,2009,0
United Arab Emirates,2010,0
United Arab Emirates,2011,0
United Arab Emirates,2012,0
United Arab Emirates,2013,0
United Arab Emirates,2014,0
United Arab Emirates,2015,0
United Arab Emirates,2016,0
United Arab Emirates,2017,0
United Arab Emirates,2018,0
United Arab Emirates,2019,0
United Arab Emirates,2020,0
United Kingdom,1965,0.554
United Kingdom,1966,0.542
United Kingdom,1967,0.583
United Kingdom,1968,0.429
United Kingdom,1969,0.362
United Kingdom,1970,0.494
United Kingdom,1971,0.375
United Kingdom,1972,0.369
United Kingdom,1973,0.4
United Kingdom,1974,0.447
United Kingdom,1975,0.447
United Kingdom,1976,0.518
United Kingdom,1977,0.443
United Kingdom,1978,0.453
United Kingdom,1979,0.458
United Kingdom,1980,0.462
United Kingdom,1981,0.531
United Kingdom,1982,0.552
United Kingdom,1983,0.55
United Kingdom,1984,0.55
United Kingdom,1985,0.46
United Kingdom,1986,0.54
United Kingdom,1987,0.475
United Kingdom,1988,0.547
United Kingdom,1989,0.533
United Kingdom,1990,0.568
United Kingdom,1991,0.493
United Kingdom,1992,0.585
United Kingdom,1993,0.465
United Kingdom,1994,0.56
United Kingdom,1995,0.508
United Kingdom,1996,0.353
United Kingdom,1997,0.466
United Kingdom,1998,0.536
United Kingdom,1999,0.562
United Kingdom,2000,0.531
United Kingdom,2001,0.416
United Kingdom,2002,0.499
United Kingdom,2003,0.33
United Kingdom,2004,0.489
United Kingdom,2005,0.489
United Kingdom,2006,0.459
United Kingdom,2007,0.52
United Kingdom,2008,0.533
United Kingdom,2009,0.567
United Kingdom,2010,0.378
United Kingdom,2011,0.63
United Kingdom,2012,0.577
United Kingdom,2013,0.511
United Kingdom,2014,0.675
United Kingdom,2015,0.71
United Kingdom,2016,0.608
United Kingdom,2017,0.665
United Kingdom,2018,0.613
United Kingdom,2019,0.685
United Kingdom,2020,0.835
United States,1965,3.839
United States,1966,3.653
United States,1967,4.012
United States,1968,3.801
United States,1969,4.057
United States,1970,3.879
United States,1971,4.081
United States,1972,3.98
United States,1973,3.811
United States,1974,4.317
United States,1975,4.419
United States,1976,3.965
United States,1977,3.012
United States,1978,3.737
United States,1979,3.693
United States,1980,3.789
United States,1981,3.69
United States,1982,4.557
United States,1983,4.91
United States,1984,4.517
United States,1985,3.969
United States,1986,4.068
United States,1987,3.384
United States,1988,2.893
United States,1989,3.399
United States,1990,3.609
United States,1991,3.553
United States,1992,3.063
United States,1993,3.332
United States,1994,3.038
United States,1995,3.569
United States,1996,3.856
United States,1997,3.92
United States,1998,3.524
United States,1999,3.404
United States,2000,2.867
United States,2001,2.249
United States,2002,2.704
United States,2003,2.801
United States,2004,2.655
United States,2005,2.676
United States,2006,2.873
United States,2007,2.397
United States,2008,2.523
United States,2009,2.853
United States,2010,2.599
United States,2011,3.204
United States,2012,2.835
United States,2013,2.669
United States,2014,2.52
United States,2015,2.437
United States,2016,2.597
United States,2017,2.895
United States,2018,2.709
United States,2019,2.682
United States,2020,2.92
Uzbekistan,1985,3.132
Uzbekistan,1986,2.707
Uzbekistan,1987,3.89
Uzbekistan,1988,3.879
Uzbekistan,1989,2.934
Uzbekistan,1990,3.553
Uzbekistan,1991,3.262
Uzbekistan,1992,3.584
Uzbekistan,1993,3.905
Uzbekistan,1994,3.87
Uzbekistan,1995,3.388
Uzbekistan,1996,3.464
Uzbekistan,1997,3.098
Uzbekistan,1998,3.096
Uzbekistan,1999,2.704
Uzbekistan,2000,2.735
Uzbekistan,2001,2.771
Uzbekistan,2002,2.761
Uzbekistan,2003,3.462
Uzbekistan,2004,3.131
Uzbekistan,2005,3.301
Uzbekistan,2006,2.997
Uzbekistan,2007,3.093
Uzbekistan,2008,2.206
Uzbekistan,2009,3.246
Uzbekistan,2010,4.086
Uzbekistan,2011,2.733
Uzbekistan,2012,3.06
Uzbekistan,2013,2.95
Uzbekistan,2014,2.803
Uzbekistan,2015,2.843
Uzbekistan,2016,3.592
Uzbekistan,2017,4.097
Uzbekistan,2018,2.753
Uzbekistan,2019,3.006
Uzbekistan,2020,3.228
Venezuela,1965,1.988
Venezuela,1966,2.007
Venezuela,1967,2.233
Venezuela,1968,3.479
Venezuela,1969,3.995
Venezuela,1970,5.095
Venezuela,1971,6.589
Venezuela,1972,6.963
Venezuela,1973,6.29
Venezuela,1974,7.534
Venezuela,1975,8.4
Venezuela,1976,9.103
Venezuela,1977,9.393
Venezuela,1978,9.244
