Country,Year,Renewables (% of energy produced)
Russia,1985,4.66
Russia,1986,4.711
Russia,1987,4.512
Russia,1988,4.391
Russia,1989,4.342
Russia,1990,4.618
Russia,1991,4.718
Russia,1992,5.033
Russia,1993,5.453
Russia,1994,6.034
Russia,1995,6.39
Russia,1996,5.811
Russia,1997,6.271
Russia,1998,6.325
Russia,1999,6.325
Russia,2000,6.354
Russia,2001,6.588
Russia,2002,6.131
Russia,2003,5.735
Russia,2004,6.379
Russia,2005,6.235
Russia,2006,5.964
Russia,2007,6.018
Russia,2008,5.543
Russia,2009,6.129
Russia,2010,5.6
Russia,2011,5.279
Russia,2012,5.246
Russia,2013,5.845
Russia,2014,5.558
Russia,2015,5.451
Russia,2016,5.832
Russia,2017,5.784
Russia,2018,5.706
Russia,2019,5.85
Russia,2020,6.774
Saudi Arabia,1965,0
Saudi Arabia,1966,0
Saudi Arabia,1967,0
Saudi Arabia,1968,0
Saudi Arabia,1969,0
Saudi Arabia,1970,0
Saudi Arabia,1971,0
Saudi Arabia,1972,0
Saudi Arabia,1973,0
Saudi Arabia,1974,0
Saudi Arabia,1975,0
Saudi Arabia,1976,0
Saudi Arabia,1977,0
Saudi Arabia,1978,0
Saudi Arabia,1979,0
Saudi Arabia,1980,0
Saudi Arabia,1981,0
Saudi Arabia,1982,0
Saudi Arabia,1983,0
Saudi Arabia,1984,0
Saudi Arabia,1985,0
Saudi Arabia,1986,0
Saudi Arabia,1987,0
Saudi Arabia,1988,0
Saudi Arabia,1989,0
Saudi Arabia,1990,0
Saudi Arabia,1991,0
Saudi Arabia,1992,0
Saudi Arabia,1993,0
Saudi Arabia,1994,0
Saudi Arabia,1995,0
Saudi Arabia,1996,0
Saudi Arabia,1997,0
Saudi Arabia,1998,0
Saudi Arabia,1999,0
Saudi Arabia,2000,0
Saudi Arabia,2001,0
Saudi Arabia,2002,0
Saudi Arabia,2003,0
Saudi Arabia,2004,0
Saudi Arabia,2005,0
Saudi Arabia,2006,0
Saudi Arabia,2007,0
Saudi Arabia,2008,0
Saudi Arabia,2009,0
Saudi Arabia,2010,0
Saudi Arabia,2011,0.001
Saudi Arabia,2012,0.002
Saudi Arabia,2013,0.004
Saudi Arabia,2014,0.004
Saudi Arabia,2015,0.004
Saudi Arabia,2016,0.004
Saudi Arabia,2017,0.005
Saudi Arabia,2018,0.018
Saudi Arabia,2019,0.087
Saudi Arabia,2020,0.087
Singapore,1965,0
Singapore,1966,0
Singapore,1967,0
Singapore,1968,0
Singapore,1969,0
Singapore,1970,0
Singapore,1971,0
Singapore,1972,0
Singapore,1973,0
Singapore,1974,0
Singapore,1975,0
Singapore,1976,0
Singapore,1977,0
Singapore,1978,0
Singapore,1979,0
Singapore,1980,0
Singapore,1981,0
Singapore,1982,0
Singapore,1983,0
Singapore,1984,0
Singapore,1985,0
Singapore,1986,0.143
Singapore,1987,0.136
Singapore,1988,0.118
Singapore,1989,0.103
Singapore,1990,0.086
Singapore,1991,0.245
Singapore,1992,0.228
Singapore,1993,0.209
Singapore,1994,0.182
Singapore,1995,0.175
Singapore,1996,0.173
Singapore,1997,0.165
Singapore,1998,0.163
Singapore,1999,0.164
Singapore,2000,0.154
Singapore,2001,0.26
Singapore,2002,0.263
Singapore,2003,0.289
Singapore,2004,0.248
Singapore,2005,0.234
Singapore,2006,0.21
Singapore,2007,0.202
Singapore,2008,0.199
Singapore,2009,0.187
Singapore,2010,0.193
Singapore,2011,0.191
Singapore,2012,0.199
Singapore,2013,0.216
Singapore,2014,0.223
Singapore,2015,0.234
Singapore,2016,0.232
Singapore,2017,0.225
Singapore,2018,0.223
Singapore,2019,0.241
Singapore,2020,0.253
Slovakia,1965,5.801
Slovakia,1966,5.369
Slovakia,1967,4.574
Slovakia,1968,3.802
Slovakia,1969,2.832
Slovakia,1970,3.864
Slovakia,1971,2.703
Slovakia,1972,2.693
Slovakia,1973,2.213
Slovakia,1974,3.538
Slovakia,1975,3.044
Slovakia,1976,2.959
Slovakia,1977,3.358
Slovakia,1978,3.002
Slovakia,1979,2.434
Slovakia,1980,2.871
Slovakia,1981,2.52
Slovakia,1982,2.237
Slovakia,1983,2.368
Slovakia,1984,1.865
Slovakia,1985,2.463
Slovakia,1986,1.967
Slovakia,1987,2.218
Slovakia,1988,2.005
Slovakia,1989,2.21
Slovakia,1990,2.112
Slovakia,1991,1.768
Slovakia,1992,2.529
Slovakia,1993,4.615
Slovakia,1994,5.892
Slovakia,1995,6.511
Slovakia,1996,5.597
Slovakia,1997,5.482
Slovakia,1998,5.696
Slovakia,1999,5.926
Slovakia,2000,5.923
Slovakia,2001,6.299
Slovakia,2002,6.624
Slovakia,2003,4.242
Slovakia,2004,5.134
Slovakia,2005,5.49
Slovakia,2006,5.812
Slovakia,2007,6.316
Slovakia,2008,5.816
Slovakia,2009,6.849
Slovakia,2010,7.441
Slovakia,2011,6.458
Slovakia,2012,7.404
Slovakia,2013,8.343
Slovakia,2014,9.032
Slovakia,2015,8.757
Slovakia,2016,9.071
Slovakia,2017,8.528
Slovakia,2018,7.657
Slovakia,2019,9.038
Slovakia,2020,9.693
Slovenia,1990,12.062
Slovenia,1991,14.638
Slovenia,1992,14.85
Slovenia,1993,12.797
Slovenia,1994,13.476
Slovenia,1995,12.269
Slovenia,1996,13.193
Slovenia,1997,10.858
Slovenia,1998,12.094
Slovenia,1999,13.364
Slovenia,2000,13.97
Slovenia,2001,13.15
Slovenia,2002,11.586
Slovenia,2003,10.574
Slovenia,2004,13.572
Slovenia,2005,11.409
Slovenia,2006,11.609
Slovenia,2007,10.59
Slovenia,2008,12.308
Slovenia,2009,15.112
Slovenia,2010,14.5
Slovenia,2011,12.11
Slovenia,2012,13.832
Slovenia,2013,16.427
Slovenia,2014,20.669
Slovenia,2015,14.953
Slovenia,2016,16.165
Slovenia,2017,13.977
Slovenia,2018,16.035
Slovenia,2019,15.846
Slovenia,2020,18.058
South Africa,1965,0.029
South Africa,1966,0.028
South Africa,1967,0.019
South Africa,1968,0.017
South Africa,1969,0.014
South Africa,1970,0.016
South Africa,1971,0.069
South Africa,1972,0.494
South Africa,1973,0.542
South Africa,1974,0.606
South Africa,1975,0.562
South Africa,1976,0.903
South Africa,1977,0.913
South Africa,1978,0.904
South Africa,1979,0.525
South Africa,1980,0.427
South Africa,1981,0.611
South Africa,1982,0.349
South Africa,1983,0.202
South Africa,1984,0.174
South Africa,1985,0.19
South Africa,1986,0.484
South Africa,1987,0.475
South Africa,1988,0.844
South Africa,1989,0.771
South Africa,1990,0.273
South Africa,1991,0.539
South Africa,1992,0.204
South Africa,1993,0.04
South Africa,1994,0.279
South Africa,1995,0.132
South Africa,1996,0.336
South Africa,1997,0.534
South Africa,1998,0.443
South Africa,1999,0.217
South Africa,2000,0.372
South Africa,2001,0.5
South Africa,2002,0.604
South Africa,2003,0.272
South Africa,2004,0.268
South Africa,2005,0.37
South Africa,2006,0.673
South Africa,2007,0.65
South Africa,2008,0.318
South Africa,2009,0.353
South Africa,2010,0.286
South Africa,2011,0.645
South Africa,2012,0.283
South Africa,2013,0.334
South Africa,2014,0.778
South Africa,2015,1.221
South Africa,2016,1.521
South Africa,2017,2.132
South Africa,2018,2.21
South Africa,2019,2.223
South Africa,2020,2.373
South Korea,1965,2.642
South Korea,1966,3.021
South Korea,1967,2.543
South Korea,1968,2.163
South Korea,1969,2.754
South Korea,1970,2.027
South Korea,1971,2.026
South Korea,1972,2.026
South Korea,1973,1.537
South Korea,1974,2.195
South Korea,1975,1.762
South Korea,1976,1.674
South Korea,1977,1.133
South Korea,1978,1.314
South Korea,1979,1.448
South Korea,1980,1.176
South Korea,1981,1.52
South Korea,1982,1.003
South Korea,1983,1.235
South Korea,1984,0.985
South Korea,1985,1.421
South Korea,1986,1.237
South Korea,1987,1.424
South Korea,1988,0.639
South Korea,1989,0.877
South Korea,1990,1.225
South Korea,1991,0.806
South Korea,1992,0.635
South Korea,1993,0.79
South Korea,1994,0.407
South Korea,1995,0.477
South Korea,1996,0.406
South Korea,1997,0.378
South Korea,1998,0.631
South Korea,1999,0.567
South Korea,2000,0.518
South Korea,2001,0.297
South Korea,2002,0.398
South Korea,2003,0.569
South Korea,2004,0.507
South Korea,2005,0.43
South Korea,2006,0.428
South Korea,2007,0.479
South Korea,2008,0.501
South Korea,2009,0.543
South Korea,2010,0.846
South Korea,2011,1.128
South Korea,2012,1.152
South Korea,2013,1.361
South Korea,2014,1.546
South Korea,2015,1.667
South Korea,2016,1.794
South Korea,2017,2.124
South Korea,2018,2.428
South Korea,2019,2.664
South Korea,2020,3.331
Spain,1965,16.379
Spain,1966,20.088
Spain,1967,15.445
Spain,1968,15.804
Spain,1969,17.539
Spain,1970,14.755
Spain,1971,15.36
Spain,1972,15.844
Spain,1973,11.77
Spain,1974,11.955
Spain,1975,9.939
Spain,1976,7.492
Spain,1977,13.719
Spain,1978,13.881
Spain,1979,14.827
Spain,1980,9.428
Spain,1981,6.984
Spain,1982,8.386
Spain,1983,8.434
Spain,1984,9.648
Spain,1985,9.686
Spain,1986,8.035
Spain,1987,8.013
Spain,1988,9.877
Spain,1989,5.22
Spain,1990,6.802
Spain,1991,7.044
Spain,1992,4.727
Spain,1993,6.257
Spain,1994,6.909
Spain,1995,5.596
Spain,1996,9.129
Spain,1997,7.749
Spain,1998,7.373
Spain,1999,5.294
Spain,2000,6.611
Spain,2001,8.661
Spain,2002,6.06
Spain,2003,9.202
Spain,2004,7.942
Spain,2005,6.51
Spain,2006,7.869
Spain,2007,8.533
Spain,2008,9.367
Spain,2009,11.952
Spain,2010,15.897
Spain,2011,14.669
Spain,2012,15.071
Spain,2013,18.874
Spain,2014,19.049
Spain,2015,16.549
Spain,2016,17.614
Spain,2017,14.789
Spain,2018,17.306
Spain,2019,16.599
Spain,2020,20.311
Sri Lanka,1965,15.602
Sri Lanka,1966,16.481
Sri Lanka,1967,16.526
Sri Lanka,1968,18.269
Sri Lanka,1969,20.194
Sri Lanka,1970,14.576
Sri Lanka,1971,17.282
Sri Lanka,1972,16.405
Sri Lanka,1973,13.395
Sri Lanka,1974,21.874
Sri Lanka,1975,23.795
Sri Lanka,1976,24.478
Sri Lanka,1977,25.003
Sri Lanka,1978,24.396
Sri Lanka,1979,25.143
Sri Lanka,1980,25.215
Sri Lanka,1981,23.292
Sri Lanka,1982,21.5
Sri Lanka,1983,15.947
Sri Lanka,1984,27.604
Sri Lanka,1985,32.41
Sri Lanka,1986,34.814
Sri Lanka,1987,27.859
Sri Lanka,1988,32.232
Sri Lanka,1989,35.053
Sri Lanka,1990,36.199
Sri Lanka,1991,34.738
Sri Lanka,1992,29.628
Sri Lanka,1993,36.184
Sri Lanka,1994,35.543
Sri Lanka,1995,35.975
Sri Lanka,1996,24.91
Sri Lanka,1997,24.489
Sri Lanka,1998,25.642
Sri Lanka,1999,25.233
Sri Lanka,2000,17.94
Sri Lanka,2001,17.701
Sri Lanka,2002,14.909
Sri Lanka,2003,17.517
Sri Lanka,2004,16.118
Sri Lanka,2005,16.257
Sri Lanka,2006,19.934
Sri Lanka,2007,16.582
Sri Lanka,2008,18.48
Sri Lanka,2009,16.81
Sri Lanka,2010,22.798
Sri Lanka,2011,17.73
Sri Lanka,2012,12.909
Sri Lanka,2013,26.122
Sri Lanka,2014,16.572
Sri Lanka,2015,20.127
Sri Lanka,2016,13.82
Sri Lanka,2017,12.911
Sri Lanka,2018,18.47
Sri Lanka,2019,14.061
Sri Lanka,2020,16.611
Sweden,1965,33.526
Sweden,1966,30.753
Sweden,1967,32.567
Sweden,1968,30.112
Sweden,1969,25.774
Sweden,1970,24.134
Sweden,1971,29.824
Sweden,1972,29.958
Sweden,1973,31.659
Sweden,1974,32.731
Sweden,1975,31.062
Sweden,1976,27.78
Sweden,1977,27.477
Sweden,1978,25.426
Sweden,1979,25.514
Sweden,1980,26.332
Sweden,1981,27.064
Sweden,1982,26.296
Sweden,1983,30.76
Sweden,1984,31.219
Sweden,1985,29.972
Sweden,1986,24.933
Sweden,1987,29.972
Sweden,1988,29.892
Sweden,1989,31.448
Sweden,1990,31.128
Sweden,1991,28.695
Sweden,1992,33.475
Sweden,1993,34.056
Sweden,1994,27.11
Sweden,1995,30.861
Sweden,1996,24.219
Sweden,1997,31.332
Sweden,1998,31.273
Sweden,1999,30.931
Sweden,2000,37.238
Sweden,2001,34.536
Sweden,2002,31.248
Sweden,2003,26.686
Sweden,2004,28.857
Sweden,2005,33.318
Sweden,2006,30.881
Sweden,2007,33.056
Sweden,2008,35.328
Sweden,2009,37.407
Sweden,2010,36.616
Sweden,2011,38.142
Sweden,2012,41.577
Sweden,2013,37.226
Sweden,2014,38.945
Sweden,2015,44.882
Sweden,2016,40.337
Sweden,2017,41.54
Sweden,2018,40.444
Sweden,2019,42.004
Sweden,2020,48.346
Switzerland,1965,37.573
Switzerland,1966,39.985
Switzerland,1967,40.627
Switzerland,1968,38.187
Switzerland,1969,35.266
Switzerland,1970,33.248
Switzerland,1971,32.326
Switzerland,1972,27.31
Switzerland,1973,27.101
Switzerland,1974,29.753
Switzerland,1975,33.251
Switzerland,1976,27.828
Switzerland,1977,33.928
Switzerland,1978,31.208
Switzerland,1979,29.644
Switzerland,1980,31.099
Switzerland,1981,32.977
Switzerland,1982,34.445
Switzerland,1983,32.255
Switzerland,1984,28.36
Switzerland,1985,28.447
Switzerland,1986,27.878
Switzerland,1987,29.611
Switzerland,1988,30.336
Switzerland,1989,27.045
Switzerland,1990,25.867
Switzerland,1991,27.103
Switzerland,1992,27.229
Switzerland,1993,29.859
Switzerland,1994,31.069
Switzerland,1995,29.559
Switzerland,1996,25.072
Switzerland,1997,27.754
Switzerland,1998,27.162
Switzerland,1999,31.073
Switzerland,2000,29.419
Switzerland,2001,30.675
Switzerland,2002,27.961
Switzerland,2003,27.787
Switzerland,2004,27.245
Switzerland,2005,26.188
Switzerland,2006,24.897
Switzerland,2007,28.47
Switzerland,2008,28.006
Switzerland,2009,27.692
Switzerland,2010,28.61
Switzerland,2011,27.187
Switzerland,2012,30.508
Switzerland,2013,29.648
Switzerland,2014,30.909
Switzerland,2015,31.758
Switzerland,2016,30.864
Switzerland,2017,30.573
Switzerland,2018,30.529
Switzerland,2019,31.695
Switzerland,2020,34.959
Taiwan,1965,10.277
Taiwan,1966,9.869
Taiwan,1967,8.945
Taiwan,1968,11.441
Taiwan,1969,8.618
Taiwan,1970,7.426
Taiwan,1971,6.376
Taiwan,1972,7.023
Taiwan,1973,5.613
Taiwan,1974,8.126
Taiwan,1975,8.248
Taiwan,1976,5.504
Taiwan,1977,4.71
Taiwan,1978,4.925
Taiwan,1979,4.267
Taiwan,1980,2.591
Taiwan,1981,4.539
Taiwan,1982,4.063
Taiwan,1983,3.757
Taiwan,1984,3.184
Taiwan,1985,4.173
Taiwan,1986,3.935
Taiwan,1987,3.27
Taiwan,1988,2.52
Taiwan,1989,2.621
Taiwan,1990,3.202
Taiwan,1991,1.896
Taiwan,1992,2.948
Taiwan,1993,1.781
Taiwan,1994,2.06
Taiwan,1995,1.9
Taiwan,1996,1.816
Taiwan,1997,1.853
Taiwan,1998,2.053
Taiwan,1999,1.666
Taiwan,2000,1.511
Taiwan,2001,1.674
Taiwan,2002,1.111
Taiwan,2003,1.149
Taiwan,2004,1.125
Taiwan,2005,1.309
Taiwan,2006,1.316
Taiwan,2007,1.362
Taiwan,2008,1.396
Taiwan,2009,1.334
Taiwan,2010,1.393
Taiwan,2011,1.459
Taiwan,2012,1.791
Taiwan,2013,1.773
Taiwan,2014,1.543
Taiwan,2015,1.633
Taiwan,2016,2.037
Taiwan,2017,1.954
Taiwan,2018,1.948
Taiwan,2019,2.443
Taiwan,2020,2.459
Thailand,1965,7.645
Thailand,1966,8.119
Thailand,1967,9.171
Thailand,1968,7.333
Thailand,1969,5.162
Thailand,1970,7.414
Thailand,1971,7.672
Thailand,1972,5.326
Thailand,1973,5.465
Thailand,1974,6.874
Thailand,1975,8.622
Thailand,1976,8.737
Thailand,1977,7.122
Thailand,1978,4.225
Thailand,1979,6.201
Thailand,1980,2.415
Thailand,1981,5.573
Thailand,1982,7.021
Thailand,1983,6.059
Thailand,1984,6.139
Thailand,1985,5.299
Thailand,1986,7.448
Thailand,1987,4.766
Thailand,1988,3.926
Thailand,1989,5.042
Thailand,1990,3.793
Thailand,1991,3.163
Thailand,1992,2.641
Thailand,1993,2.021
Thailand,1994,2.204
Thailand,1995,3.041
Thailand,1996,2.963
Thailand,1997,2.786
Thailand,1998,2.207
Thailand,1999,1.476
Thailand,2000,2.426
Thailand,2001,2.426
Thailand,2002,2.612
Thailand,2003,2.495
Thailand,2004,2.106
Thailand,2005,2.064
Thailand,2006,2.734
Thailand,2007,2.678
Thailand,2008,2.725
Thailand,2009,2.836
Thailand,2010,2.578
Thailand,2011,3.129
Thailand,2012,3.418
Thailand,2013,3.444
Thailand,2014,3.801
Thailand,2015,3.716
Thailand,2016,4.037
Thailand,2017,4.679
Thailand,2018,5.645
Thailand,2019,6.176
Thailand,2020,6.171
Trinidad and Tobago,1965,0
Trinidad and Tobago,1966,0
Trinidad and Tobago,1967,0
Trinidad and Tobago,1968,0
Trinidad and Tobago,1969,0
Trinidad and Tobago,1970,0
Trinidad and Tobago,1971,0.215
Trinidad and Tobago,1972,0.156
Trinidad and Tobago,1973,0.131
Trinidad and Tobago,1974,0.117
Trinidad and Tobago,1975,0.133
Trinidad and Tobago,1976,0.098
Trinidad and Tobago,1977,0.114
Trinidad and Tobago,1978,0.143
Trinidad and Tobago,1979,0.162
Trinidad and Tobago,1980,0.151
Trinidad and Tobago,1981,0.104
Trinidad and Tobago,1982,0.084
Trinidad and Tobago,1983,0.077
Trinidad and Tobago,1984,0.063
Trinidad and Tobago,1985,0.08
Trinidad and Tobago,1986,0.118
Trinidad and Tobago,1987,0.148
Trinidad and Tobago,1988,0.118
Trinidad and Tobago,1989,0.115
Trinidad and Tobago,1990,0.124
Trinidad and Tobago,1991,0.1
Trinidad and Tobago,1992,0.113
Trinidad and Tobago,1993,0.1
Trinidad and Tobago,1994,0.108
Trinidad and Tobago,1995,0.103
Trinidad and Tobago,1996,0.047
Trinidad and Tobago,1997,0.05
Trinidad and Tobago,1998,0.049
Trinidad and Tobago,1999,0.044
Trinidad and Tobago,2000,0.047
Trinidad and Tobago,2001,0.064
Trinidad and Tobago,2002,0.053
Trinidad and Tobago,2003,0.024
Trinidad and Tobago,2004,0.04
Trinidad and Tobago,2005,0.036
Trinidad and Tobago,2006,0.036
Trinidad and Tobago,2007,0.026
Trinidad and Tobago,2008,0.028
Trinidad and Tobago,2009,0.027
Trinidad and Tobago,2010,0.004
Trinidad and Tobago,2011,0.005
Trinidad and Tobago,2012,0.005
Trinidad and Tobago,2013,0.004
Trinidad and Tobago,2014,0.005
Trinidad and Tobago,2015,0.006
Trinidad and Tobago,2016,0.007
Trinidad and Tobago,2017,0.006
Trinidad and Tobago,2018,0.006
Trinidad and Tobago,2019,0.006
Trinidad and Tobago,2020,0.007
Turkey,1965,6.957
Turkey,1966,6.543
Turkey,1967,6.568
Turkey,1968,7.406
Turkey,1969,7.328
Turkey,1970,6.083
Turkey,1971,4.758
Turkey,1972,5.192
Turkey,1973,3.794
Turkey,1974,4.735
Turkey,1975,7.315
Turkey,1976,9.063
Turkey,1977,8.524
Turkey,1978,8.689
Turkey,1979,10.157
Turkey,1980,10.762
Turkey,1981,11.827
Turkey,1982,12.066
Turkey,1983,9.331
Turkey,1984,10.514
Turkey,1985,8.719
Turkey,1986,7.908
Turkey,1987,10.893
Turkey,1988,15.436
Turkey,1989,9.721
Turkey,1990,11.566
Turkey,1991,11.12
Turkey,1992,12.385
Turkey,1993,14.576
Turkey,1994,13.555
Turkey,1995,14.143
Turkey,1996,14.737
Turkey,1997,13.895
Turkey,1998,14.351
Turkey,1999,12.072
Turkey,2000,10.073
Turkey,2001,8.6
Turkey,2002,10.911
Turkey,2003,10.716
Turkey,2004,12.968
Turkey,2005,10.801
Turkey,2006,10.837
Turkey,2007,8.29
Turkey,2008,7.75
Turkey,2009,8.424
Turkey,2010,11.618
Turkey,2011,11.269
Turkey,2012,11.844
Turkey,2013,12.593
Turkey,2014,9.216
Turkey,2015,13.312
Turkey,2016,13.593
Turkey,2017,12.324
Turkey,2018,13.9
Turkey,2019,18.105
Turkey,2020,18.058
Turkmenistan,1985,0.006
Turkmenistan,1986,0.005
Turkmenistan,1987,0.005
Turkmenistan,1988,0.005
Turkmenistan,1989,0.005
Turkmenistan,1990,0.005
Turkmenistan,1991,0.005
Turkmenistan,1992,0.008
Turkmenistan,1993,0.011
Turkmenistan,1994,0.009
Turkmenistan,1995,0.01
Turkmenistan,1996,0.009
Turkmenistan,1997,0.012
Turkmenistan,1998,0.011
Turkmenistan,1999,0.01
Turkmenistan,2000,0.007
Turkmenistan,2001,0.006
Turkmenistan,2002,0.007
Turkmenistan,2003,0.005
Turkmenistan,2004,0.005
Turkmenistan,2005,0.005
Turkmenistan,2006,0.005
Turkmenistan,2007,0.005
Turkmenistan,2008,0.006
Turkmenistan,2009,0.004
Turkmenistan,2010,0.003
Turkmenistan,2011,0.003
Turkmenistan,2012,0.004
Turkmenistan,2013,0.005
Turkmenistan,2014,0.006
Turkmenistan,2015,0.006
Turkmenistan,2016,0.008
Turkmenistan,2017,0.008
Turkmenistan,2018,0.007
Turkmenistan,2019,0.006
Turkmenistan,2020,0.006
USSR,1965,3.277
USSR,1966,3.475
USSR,1967,3.189
USSR,1968,3.612
USSR,1969,3.83
USSR,1970,3.932
USSR,1971,3.799
USSR,1972,3.522
USSR,1973,3.336
USSR,1974,3.412
USSR,1975,3.102
USSR,1976,3.217
USSR,1977,3.335
USSR,1978,3.691
USSR,1979,3.641
USSR,1980,3.809
USSR,1981,3.786
USSR,1982,3.455
USSR,1983,3.494
USSR,1984,3.79
Ukraine,1985,1.072
Ukraine,1986,1.061
Ukraine,1987,0.936
Ukraine,1988,1.163
Ukraine,1989,1.032
Ukraine,1990,0.916
Ukraine,1991,1.089
Ukraine,1992,0.867
Ukraine,1993,1.386
Ukraine,1994,1.781
Ukraine,1995,1.5
Ukraine,1996,1.396
Ukraine,1997,1.653
Ukraine,1998,2.738
Ukraine,1999,2.529
Ukraine,2000,1.985
Ukraine,2001,2.137
Ukraine,2002,1.71
Ukraine,2003,1.593
Ukraine,2004,2.021
Ukraine,2005,2.087
Ukraine,2006,2.136
Ukraine,2007,1.726
Ukraine,2008,2.007
Ukraine,2009,2.402
Ukraine,2010,2.466
Ukraine,2011,1.981
Ukraine,2012,2.015
Ukraine,2013,2.847
Ukraine,2014,2.153
Ukraine,2015,1.803
Ukraine,2016,2.233
Ukraine,2017,2.8
Ukraine,2018,3.22
Ukraine,2019,3.074
Ukraine,2020,4.285
United Arab Emirates,1965,0
United Arab Emirates,1966,0
United Arab Emirates,1967,0
United Arab Emirates,1968,0
United Arab Emirates,1969,0
United Arab Emirates,1970,0
United Arab Emirates,1971,0
United Arab Emirates,1972,0
United Arab Emirates,1973,0
United Arab Emirates,1974,0
United Arab Emirates,1975,0
United Arab Emirates,1976,0
United Arab Emirates,1977,0
United Arab Emirates,1978,0
United Arab Emirates,1979,0
United Arab Emirates,1980,0
United Arab Emirates,1981,0
United Arab Emirates,1982,0
United Arab Emirates,1983,0
United Arab Emirates,1984,0
United Arab Emirates,1985,0
United Arab Emirates,1986,0
United Arab Emirates,1987,0
United Arab Emirates,1988,0
United Arab Emirates,1989,0
United Arab Emirates,1990,0
United Arab Emirates,1991,0
United Arab Emirates,1992,0
United Arab Emirates,1993,0
United Arab Emirates,1994,0
United Arab Emirates,1995,0
United Arab Emirates,1996,0
United Arab Emirates,1997,0
United Arab Emirates,1998,0
United Arab Emirates,1999,0
United Arab Emirates,2000,0
United Arab Emirates,2001,0
United Arab Emirates,2002,0
United Arab Emirates,2003,0
United Arab Emirates,2004,0
United Arab Emirates,2005,0
United Arab Emirates,2006,0
United Arab Emirates,2007,0
United Arab Emirates,2008,0
United Arab Emirates,2009,0.002
United Arab Emirates,2010,0.005
United Arab Emirates,2011,0.005
United Arab Emirates,2012,0.006
United Arab Emirates,2013,0.02
United Arab Emirates,2014,0.072
United Arab Emirates,2015,0.065
United Arab Emirates,2016,0.067
United Arab Emirates,2017,0.153
United Arab Emirates,2018,0.257
United Arab Emirates,2019,0.817
United Arab Emirates,2020,1.178
United Kingdom,1965,0.554
United Kingdom,1966,0.542
United Kingdom,1967,0.583
United Kingdom,1968,0.429
United Kingdom,1969,0.362
United Kingdom,1970,0.494
United Kingdom,1971,0.375
United Kingdom,1972,0.369
United Kingdom,1973,0.4
United Kingdom,1974,0.447
United Kingdom,1975,0.447
United Kingdom,1976,0.518
United Kingdom,1977,0.443
United Kingdom,1978,0.453
United Kingdom,1979,0.458
United Kingdom,1980,0.462
United Kingdom,1981,0.531
United Kingdom,1982,0.552
United Kingdom,1983,0.55
United Kingdom,1984,0.55
United Kingdom,1985,0.46
United Kingdom,1986,0.54
United Kingdom,1987,0.475
United Kingdom,1988,0.547
United Kingdom,1989,0.534
United Kingdom,1990,0.635
United Kingdom,1991,0.569
United Kingdom,1992,0.691
United Kingdom,1993,0.619
United Kingdom,1994,0.764
United Kingdom,1995,0.73
United Kingdom,1996,0.592
United Kingdom,1997,0.76
United Kingdom,1998,0.907
United Kingdom,1999,1.013
United Kingdom,2000,1.036
United Kingdom,2001,0.98
United Kingdom,2002,1.162
United Kingdom,2003,1.1
United Kingdom,2004,1.436
United Kingdom,2005,1.713
United Kingdom,2006,1.888
United Kingdom,2007,2.171
United Kingdom,2008,2.633
United Kingdom,2009,3.21
United Kingdom,2010,3.294
United Kingdom,2011,4.425
United Kingdom,2012,4.924
United Kingdom,2013,6.285
United Kingdom,2014,8.008
United Kingdom,2015,9.876
United Kingdom,2016,9.897
United Kingdom,2017,11.675
United Kingdom,2018,13.066
United Kingdom,2019,14.792
United Kingdom,2020,18.255
United States,1965,4.096
United States,1966,3.909
United States,1967,4.261
United States,1968,4.061
United States,1969,4.314
United States,1970,4.128
United States,1971,4.33
United States,1972,4.246
United States,1973,4.085
United States,1974,4.604
United States,1975,4.705
United States,1976,4.274
United States,1977,3.326
United States,1978,4.059
United States,1979,4.026
United States,1980,4.147
United States,1981,4.069
United States,1982,4.938
United States,1983,5.342
United States,1984,5.008
United States,1985,4.473
United States,1986,4.598
United States,1987,3.949
United States,1988,3.43
United States,1989,4.033
United States,1990,4.432
United States,1991,4.43
United States,1992,3.989
United States,1993,4.283
United States,1994,3.984
United States,1995,4.465
United States,1996,4.707
United States,1997,4.799
United States,1998,4.403
United States,1999,4.297
United States,2000,3.772
United States,2001,3.195
United States,2002,3.752
United States,2003,3.908
United States,2004,3.834
United States,2005,3.944
United States,2006,4.383
United States,2007,4.097
United States,2008,4.705
United States,2009,5.462
United States,2010,5.504
United States,2011,6.498
United States,2012,6.481
United States,2013,6.686
United States,2014,6.798
United States,2015,6.983
United States,2016,7.754
United States,2017,8.504
United States,2018,8.396
United States,2019,8.699
United States,2020,9.925
Uzbekistan,1985,3.132
Uzbekistan,1986,2.707
Uzbekistan,1987,3.89
Uzbekistan,1988,3.879
Uzbekistan,1989,2.934
Uzbekistan,1990,3.553
Uzbekistan,1991,3.262
Uzbekistan,1992,3.584
Uzbekistan,1993,3.905
Uzbekistan,1994,3.87
Uzbekistan,1995,3.388
Uzbekistan,1996,3.464
Uzbekistan,1997,3.098
Uzbekistan,1998,3.096
Uzbekistan,1999,2.704
Uzbekistan,2000,2.735
Uzbekistan,2001,2.771
Uzbekistan,2002,2.761
Uzbekistan,2003,3.462
Uzbekistan,2004,3.131
Uzbekistan,2005,3.301
Uzbekistan,2006,2.997
Uzbekistan,2007,3.093
Uzbekistan,2008,2.206
