Country,Year,GDP,Population
Bermuda,1996,69643.40752,63770
Bhutan,1996,3559.029162,541471
Bolivia,1996,5164.250073,7779268
Bonaire Sint Eustatius and Saba,1996,,15163
Bosnia and Herzegovina,1996,3946.668743,3764419
Botswana,1996,10266.24833,1504724
Brazil,1996,11321.38987,164614682
British Virgin Islands,1996,,19508
Brunei,1996,72695.15211,304620
Bulgaria,1996,11588.8398,8291969
Burkina Faso,1996,1162.451422,10372734
Burundi,1996,861.4828791,6060110
Cambodia,1996,1214.926365,10982919
Cameroon,1996,2571.744547,13970812
Canada,1996,,29457820
Cape Verde,1996,2769.275079,395533
Caribbean Small States,1996,11600.30059,
Cayman Islands,1996,,34065
Central African Republic,1996,1027.650038,3308235
Central Europe and the Baltics,1996,14475.54709,
Chad,1996,929.5803706,7250974
Channel Islands,1996,,144348
Chile,1996,13990.9264,14587367
China,1996,2601.363426,1251636178
Colombia,1996,9424.096947,37076387
Comoros,1996,2642.093769,488625
Congo,1996,4575.149687,2785815
Cook Islands,1996,,18948
Costa Rica,1996,11255.97406,3632361
Cote d'Ivoire,1996,4240.163679,14665125
Croatia,1996,16108.026,4574888
Cuba,1996,,10939285
Curacao,1996,,141970
Cyprus,1996,28591.26473,873426
Czechia,1996,23756.97839,10350302
Democratic Republic of Congo,1996,1000.689174,42757239
Denmark,1996,44013.38559,5254857
Djibouti,1996,,643649
Dominica,1996,8665.722436,70933
Dominican Republic,1996,7707.395196,7952766
Early-demographic dividend,1996,5119.82853,
East Asia & Pacific,1996,6595.959664,
East Asia & Pacific (IDA & IBRD),1996,3474.264643,
East Asia & Pacific (excluding high income),1996,3436.48236,
Ecuador,1996,8539.337989,11703169
Egypt,1996,6671.089393,63601632
El Salvador,1996,6195.504554,5689943
Equatorial Guinea,1996,2857.502271,515844
Eritrea,1996,,2196467
Estonia,1996,13565.45742,1417741
Eswatini,1996,5353.189064,945506
Ethiopia,1996,736.9477942,58883531
Euro area,1996,35306.00505,
Europe,1996,,727893714
Europe & Central Asia,1996,22548.41638,
Europe & Central Asia (IDA & IBRD),1996,10504.89751,
Europe & Central Asia (excluding high income),1996,10172.48031,
European Union,1996,30801.36382,
Faeroe Islands,1996,,45624
Falkland Islands,1996,,2593
Fiji,1996,9344.222531,784389
Finland,1996,32548.01516,5136984
France,1996,35548.62852,58012055
French Guiana,1996,,141786
French Polynesia,1996,,222323
Gabon,1996,18703.16665,1112944
Gambia,1996,2108.828492,1164091
Georgia,1996,3740.485453,4846627
Germany,1996,39510.30388,81323666
Ghana,1996,2556.355029,17462504
Gibraltar,1996,,28970
Greece,1996,25567.25646,10832139
Greenland,1996,,55830
Grenada,1996,8985.947967,101003
Guadeloupe,1996,,407784
Guam,1996,,148061
Guatemala,1996,6064.020818,10646676
Guinea,1996,1622.749207,7463782
Guinea-Bissau,1996,2284.369157,1110835
Guyana,1996,7198.835867,760801
Haiti,1996,2649.525671,7887312
Heavily indebted poor countries (HIPC),1996,1634.789053,
High income,1996,35390.59284,
Honduras,1996,3984.568827,5874814
Hong Kong,1996,34453.83658,6185584
Hungary,1996,16652.58523,10332451
IBRD only,1996,5383.746011,
IDA & IBRD total,1996,4716.183684,
IDA blend,1996,3092.977516,
IDA only,1996,1685.579877,
IDA total,1996,2169.661132,
Iceland,1996,35014.23134,270144
India,1996,2220.893203,982365248
Indonesia,1996,6258.436533,199901231
Iran,1996,9670.2045,62294919
Iraq,1996,4710.353103,20783073
Ireland,1996,34856.46939,3619633
Isle of Man,1996,,72884
Israel,1996,28986.204,5424241
Italy,1996,39429.49556,57065231
Jamaica,1996,9850.988347,2558631
Japan,1996,35058.80366,126644099
Jordan,1996,8248.917899,4732848
Kazakhstan,1996,8726.538477,15631926
Kenya,1996,3001.868379,28589456
Kiribati,1996,2061.102071,78904
Kuwait,1996,63284.69581,1626858
Kyrgyzstan,1996,2656.01772,4629403
Laos,1996,2438.904044,4951189
Late-demographic dividend,1996,5633.082874,
Latin America & Caribbean,1996,11954.18586,
Latin America & Caribbean (IDA & IBRD),1996,11914.89811,
Latin America & Caribbean (excluding high income),1996,11397.3256,
Latvia,1996,9861.003287,2478832
Least developed countries: UN classification,1996,1490.679773,
Lebanon,1996,14473.38323,3610663
Lesotho,1996,1611.650905,1934294
Liberia,1996,,2160480
Libya,1996,,5036173
Liechtenstein,1996,,31354
Lithuania,1996,11274.64011,3603756
Low & middle income,1996,4525.472325,
Lower middle income,1996,3336.243518,
Luxembourg,1996,76741.05908,413999
Macao,1996,56472.99029,393376
Madagascar,1996,1553.5749,13902697
Malawi,1996,1091.511334,10022783
Malaysia,1996,15290.91444,21017619
Maldives,1996,11208.83899,259178
Mali,1996,1520.456928,9837575
Malta,1996,20348.54774,380259
Marshall Islands,1996,3608.883906,50523
Martinique,1996,,371913
Mauritania,1996,4920.880763,2372900
Mauritius,1996,9998.617114,1141952
Mayotte,1996,,128752
Mexico,1996,15559.97637,93147045
Micronesia (country),1996,3316.51308,108311
Middle East & North Africa,1996,11364.20646,
Middle East & North Africa (IDA & IBRD),1996,7111.870011,
Middle East & North Africa (excluding high income),1996,7078.930455,
Middle income,1996,4782.009054,
Moldova,1996,5372.138502,4316225
Monaco,1996,,31001
Mongolia,1996,4187.388444,2316571
Montenegro,1996,,619705
Montserrat,1996,,9014
Morocco,1996,4231.492166,27383472
Mozambique,1996,506.1518205,15960445
Myanmar,1996,814.4463403,44452203
Namibia,1996,6374.949609,1663378
Nauru,1996,,10677
Nepal,1996,1876.464286,22090352
Netherlands,1996,40691.89032,15563252
New Caledonia,1996,,198237
New Zealand,1996,30409.09066,3717352
Nicaragua,1996,3531.727044,4741571
Niger,1996,977.9036945,9826600
Nigeria,1996,2949.200357,110668784
Niue,1996,,2124
North America,1996,43002.54194,461221136
North Korea,1996,,22113428
North Macedonia,1996,9103.878091,1989441
Northern Mariana Islands,1996,,47518
Norway,1996,51476.21521,4393217
OECD members,1996,31883.20712,
Oceania,1996,,29796471
Oman,1996,29491.63777,2236652
Pacific island small states,1996,5965.192912,
Pakistan,1996,3240.088797,127349293
Palau,1996,,17599
Palestine,1996,3916.925775,2742534
Panama,1996,12889.27081,2796291
Papua New Guinea,1996,3440.330057,5314258
Paraguay,1996,9243.474955,4887638
Peru,1996,6210.222642,24753825
Philippines,1996,4322.085078,71401743
Poland,1996,13211.56797,38509672
Portugal,1996,26318.97513,10134016
Post-demographic dividend,1996,34415.359,
Pre-demographic dividend,1996,2185.861323,
Puerto Rico,1996,25584.55937,3596099
Qatar,1996,,522530
Reunion,1996,,686462
Romania,1996,12627.2027,22805706
Russia,1996,12827.11625,148020852
Rwanda,1996,816.7606261,6013112
Saint Barthlemy,1996,,6560
Saint Helena,1996,,6200
Saint Kitts and Nevis,1996,18446.67623,42472
Saint Lucia,1996,12591.69123,148837
Saint Martin (French part),1996,,26854
Saint Pierre and Miquelon,1996,,6375
Saint Vincent and the Grenadines,1996,7673.799557,107983
Samoa,1996,4361.991269,171165
San Marino,1996,,26253
Sao Tome and Principe,1996,,133799
Saudi Arabia,1996,43073.13082,19033843
Senegal,1996,2367.648145,8912872
Serbia,1996,8245.97008,9856064
Seychelles,1996,16013.26099,77597
Sierra Leone,1996,1128.597284,4312660
Singapore,1996,50410.28181,3638177
Sint Maarten (Dutch part),1996,,31434
Slovakia,1996,14096.77228,5384792
Slovenia,1996,22185.69296,1988580
Small states,1996,11809.79472,
Solomon Islands,1996,2939.337979,369517
Somalia,1996,,7682683
South Africa,1996,9761.738955,42241007
South America,1996,,327635132
South Asia,1996,2295.83075,
South Asia (IDA & IBRD),1996,2295.83075,
South Korea,1996,19364.94137,45751023
South Sudan,1996,,5221925
Spain,1996,29691.0968,39908962
Sri Lanka,1996,4938.710274,18367290
Sub-Saharan Africa,1996,2640.360376,
Sub-Saharan Africa (IDA & IBRD),1996,2640.360376,
Sub-Saharan Africa (excluding high income),1996,2638.656357,
Sudan,1996,1861.146769,24782384
Suriname,1996,12614.01486,448207
Sweden,1996,34719.11075,8859180
Switzerland,1996,54106.57086,7038027
Syria,1996,,14754148
Taiwan,1996,,21488994
Tajikistan,1996,1170.149174,5851354
Tanzania,1996,1317.559858,30444523
Thailand,1996,10467.45461,60130190
Timor,1996,,855358
Togo,1996,1694.648022,4348808
Tokelau,1996,,1522
Tonga,1996,4721.574789,96267
Trinidad and Tobago,1996,12713.82418,1257547
Tunisia,1996,6257.986611,9267335
Turkey,1996,14413.16073,59423278
Turkmenistan,1996,4175.819837,4287337
Turks and Caicos Islands,1996,,16930
Tuvalu,1996,2727.280272,9317
Uganda,1996,1146.373034,21032817
Ukraine,1996,6915.978305,50580467
United Arab Emirates,1996,102211.6388,2539121
United Kingdom,1996,33298.12816,58113554
United States,1996,44105.82746,268335007
United States Virgin Islands,1996,,107939
Upper middle income,1996,6341.756485,
Uruguay,1996,13569.80902,3247383
Uzbekistan,1996,2488.790383,23225303
Vanuatu,1996,2929.461465,171721
Vatican,1996,,784
Venezuela,1996,,22385650
Vietnam,1996,2425.526393,76068739
Wallis and Futuna,1996,,14255
Western Sahara,1996,,264106
World,1996,10139.76013,5824891927
Yemen,1996,,15469274
Zambia,1996,1974.61507,9339740
Zimbabwe,1996,3806.967546,11541215
Afghanistan,1995,,18110662
Africa,1995,,717270112
Africa Eastern and Southern,1995,2570.462183,
Africa Western and Central,1995,2582.238115,
Albania,1995,4471.87107,3112923
Algeria,1995,7935.179014,28757788
American Samoa,1995,,53158
Andorra,1995,,63860
Angola,1995,4139.64077,13945205
Anguilla,1995,,9868
Antigua and Barbuda,1995,15628.08501,68672
Arab World,1995,9875.713028,
Argentina,1995,17362.5218,34828168
Armenia,1995,3008.233321,3217349
Aruba,1995,39004.78461,80324
Asia,1995,,3492231607
Australia,1995,32946.90067,17993083
Austria,1995,40367.47105,7990113
Azerbaijan,1995,3025.293877,7775418
Bahamas,1995,34675.67507,280179
Bahrain,1995,47157.21676,563698
Bangladesh,1995,1696.567825,115169933
Barbados,1995,13042.61573,265955
Belarus,1995,5805.266913,10077606
Belgium,1995,37783.41856,10186304
Belize,1995,5887.279538,206962
Benin,1995,2253.119526,5905552
Bermuda,1995,68313.38185,63439
Bhutan,1995,3414.550755,534629
Bolivia,1995,5050.313794,7622334
Bonaire Sint Eustatius and Saba,1995,,15101
Bosnia and Herzegovina,1995,2053.398274,3829049
Botswana,1995,9935.453585,1469173
Brazil,1995,11254.26318,162019889
British Virgin Islands,1995,,19307
Brunei,1995,72446.90163,297112
Bulgaria,1995,10965.70807,8379305
Burkina Faso,1995,1076.468663,10089880
Burundi,1995,947.8222094,5987044
Cambodia,1995,1182.447549,10656145
Cameroon,1995,2531.468262,13599984
Canada,1995,,29164153
Cape Verde,1995,2546.601186,386288
Caribbean Small States,1995,11327.20386,
Cayman Islands,1995,,32161
Central African Republic,1995,1098.894561,3222662
Central Europe and the Baltics,1995,13818.68119,
Chad,1995,940.6824244,7010159
Channel Islands,1995,,143480
Chile,1995,13287.86752,14380864
China,1995,2391.477116,1240920539
Colombia,1995,9400.309197,36421438
Comoros,1995,2751.164083,475394
Congo,1995,4513.768788,2707532
Cook Islands,1995,,19105
Costa Rica,1995,11378.00017,3545524
Cote d'Ivoire,1995,4064.93372,14199759
Croatia,1995,15002.64875,4616763
Cuba,1995,,10888246
Curacao,1995,,143880
Cyprus,1995,28692.37252,855391
Czechia,1995,22758.59681,10358190
Democratic Republic of Congo,1995,1039.752865,41576239
Denmark,1995,43015.67751,5232709
Djibouti,1995,,630385
Dominica,1995,8384.488924,71105
Dominican Republic,1995,7396.841992,7819239
Early-demographic dividend,1995,4928.347498,
East Asia & Pacific,1995,6284.255083,
East Asia & Pacific (IDA & IBRD),1995,3234.962395,
East Asia & Pacific (excluding high income),1995,3199.751776,
Ecuador,1995,8575.674915,11455205
Egypt,1995,6483.315621,62334025
El Salvador,1995,6212.227536,5628602
Equatorial Guinea,1995,1781.264878,496768
Eritrea,1995,,2204227
Estonia,1995,12738.03974,1433026
Eswatini,1995,5258.970184,926836
Ethiopia,1995,676.5866588,57047906
Euro area,1995,34799.01435,
Europe,1995,,727849824
Europe & Central Asia,1995,22252.50746,
Europe & Central Asia (IDA & IBRD),1995,10484.81796,
Europe & Central Asia (excluding high income),1995,10236.85306,
European Union,1995,30240.83354,
Faeroe Islands,1995,,45625
Falkland Islands,1995,,2501
Fiji,1995,9019.28071,775428
Finland,1995,31499.80578,5119012
France,1995,35177.65894,57801887
French Guiana,1995,,137400
French Polynesia,1995,,218064
Gabon,1995,18514.56798,1084951
Gambia,1995,2127.874727,1128577
Georgia,1995,3243.846213,4976252
Germany,1995,39308.08842,81138653
Ghana,1995,2508.290745,17014058
Gibraltar,1995,,28688
Greece,1995,24965.62407,10745502
Greenland,1995,,55810
Grenada,1995,8665.594068,100286
Guadeloupe,1995,,403731
Guam,1995,,145559
Guatemala,1995,6033.042695,10408486
Guinea,1995,1594.929221,7269631
Guinea-Bissau,1995,2088.255302,1088850
Guyana,1995,6663.981978,761298
Haiti,1995,2591.089803,7744509
Heavily indebted poor countries (HIPC),1995,1598.66208,
High income,1995,34564.43327,
Honduras,1995,4024.992122,5709010
Hong Kong,1995,34546.41403,6084234
Hungary,1995,16610.3165,10349308
IBRD only,1995,5192.950295,
IDA & IBRD total,1995,4561.313036,
IDA blend,1995,3032.951791,
IDA only,1995,1646.664547,
IDA total,1995,2123.671049,
Iceland,1995,33666.21153,267627
India,1995,2104.505298,963922586
Indonesia,1995,5892.071754,196934257
Iran,1995,9319.96827,61442658
Iraq,1995,4376.20908,20149342
Ireland,1995,32721.50384,3592180
Isle of Man,1995,,72133
Israel,1995,28338.15215,5271368
Italy,1995,38947.20131,57174412
Jamaica,1995,9959.226826,2533705
Japan,1995,34081.89842,126365486
Jordan,1995,8333.854347,4588842
Kazakhstan,1995,8552.451997,15839357
Kenya,1995,2967.578377,27768297
Kiribati,1995,2057.732142,77716
Kuwait,1995,63724.70575,1605907
Kyrgyzstan,1995,2517.28445,4566096
Laos,1995,2330.157645,4846477
Late-demographic dividend,1995,5448.916345,
Latin America & Caribbean,1995,11673.69339,
Latin America & Caribbean (IDA & IBRD),1995,11635.21011,
Latin America & Caribbean (excluding high income),1995,11140.30714,
Latvia,1995,9506.29731,2508476
Least developed countries: UN classification,1995,1446.663761,
Lebanon,1995,13308.87993,3528379
Lesotho,1995,1554.922382,1898598
Liberia,1995,,2044657
Libya,1995,,4948796
Liechtenstein,1995,,30884
Lithuania,1995,10640.36003,3626609
Low & middle income,1995,4379.435847,
Lower middle income,1995,3221.878777,
Luxembourg,1995,76727.44884,408145
Macao,1995,57866.7272,385517
Madagascar,1995,1569.037219,13475403
Malawi,1995,1035.521921,9844418
Malaysia,1995,14260.09617,20487604
Maldives,1995,10598.00051,254144
Mali,1995,1457.571996,9585660
Malta,1995,19737.04595,376893
Marshall Islands,1995,4028.916471,50454
Martinique,1995,,368728
Mauritania,1995,4769.418474,2313630
Mauritius,1995,9566.824921,1128676
Mayotte,1995,,123186
Mexico,1995,14808.80712,91663290
Micronesia (country),1995,3450.245515,107535
Middle East & North Africa,1995,11077.82903,
Middle East & North Africa (IDA & IBRD),1995,6846.303781,
Middle East & North Africa (excluding high income),1995,6818.242579,
Middle income,1995,4623.642015,
Moldova,1995,5696.158359,4340602
Monaco,1995,,30731
Mongolia,1995,4128.912015,2298017
Montenegro,1995,,620419
Montserrat,1995,,9848
Morocco,1995,3820.536759,26994255
Mozambique,1995,469.189504,15483277
Myanmar,1995,774.7462657,43901598
Namibia,1995,6312.565115,1627866
Nauru,1995,,10626
Nepal,1995,1824.002826,21576074
Netherlands,1995,39498.13682,15467852
New Caledonia,1995,,193296
New Zealand,1995,29815.78619,3674940
Nicaragua,1995,3384.841404,4652185
Niger,1995,1011.541134,9490289
Nigeria,1995,2901.768227,107948339
Niue,1995,,2161
North America,1995,41919.39009,455163076
North Korea,1995,,21862300
North Macedonia,1995,9025.296572,1983259
Northern Mariana Islands,1995,,45872
Norway,1995,49260.98483,4366996
OECD members,1995,31123.01508,
Oceania,1995,,29389629
Oman,1995,29040.37523,2204267
Pacific island small states,1995,5833.767284,
Pakistan,1995,3179.50713,123776835
Palau,1995,,17158
Palestine,1995,4047.128488,2618671
Panama,1995,12639.99464,2739667
Papua New Guinea,1995,3271.671293,5187063
Paraguay,1995,9311.339288,4776838
Peru,1995,6154.167419,24299168
Philippines,1995,4178.032297,69784087
Poland,1995,12459.66635,38458642
Portugal,1995,25523.70602,10091322
Post-demographic dividend,1995,33653.433,
Pre-demographic dividend,1995,2126.865948,
Puerto Rico,1995,25288.10622,3567691
Qatar,1995,,513447
Reunion,1995,,673543
Romania,1995,12117.36196,22964747
Russia,1995,13308.20491,148227471
Rwanda,1995,746.3497122,5836490
Saint Barthlemy,1995,,6365
Saint Helena,1995,,6244
Saint Kitts and Nevis,1995,17591.97476,42077
Saint Lucia,1995,12397.90269,146871
Saint Martin (French part),1995,,27320
Saint Pierre and Miquelon,1995,,6389
Saint Vincent and the Grenadines,1995,7572.017503,108043
Samoa,1995,4096.505404,170050
San Marino,1995,,25925
Sao Tome and Principe,1995,,131679
Saudi Arabia,1995,42855.78584,18638790
Senegal,1995,2380.247333,8690155
Serbia,1995,7752.188074,9884145
Seychelles,1995,15488.29749,76653
Sierra Leone,1995,1111.388691,4303953
Singapore,1995,48851.44475,3525964
Sint Maarten (Dutch part),1995,,31164
Slovakia,1995,13249.53762,5375470
Slovenia,1995,21483.69909,1991126
Small states,1995,11525.21623,
Solomon Islands,1995,2975.278358,359276
Somalia,1995,,7491647
South Africa,1995,9541.174288,41435761
South America,1995,,322302316
South Asia,1995,2193.861333,
South Asia (IDA & IBRD),1995,2193.861333,
South Korea,1995,18120.4939,45292521
South Sudan,1995,,5118084
Spain,1995,29042.34414,39787413
Sri Lanka,1995,4790.348767,18242917
Sub-Saharan Africa,1995,2576.741589,
Sub-Saharan Africa (IDA & IBRD),1995,2576.741589,
Sub-Saharan Africa (excluding high income),1995,2575.076724,
Sudan,1995,1804.74693,24094741
Suriname,1995,12668.77885,441851
Sweden,1995,34233.70278,8836421
Switzerland,1995,54078.95231,6995519
Syria,1995,,14345491
Taiwan,1995,,21356025
Tajikistan,1995,1425.83049,5764806
Tanzania,1995,1294.011386,29649128
Thailand,1995,10017.93367,59467272
Timor,1995,,844333
Togo,1995,1602.199988,4226293
Tokelau,1995,,1507
Tonga,1995,4652.093036,95972
Trinidad and Tobago,1995,11898.83315,1254200
Tunisia,1995,5931.455706,9125400
Turkey,1995,13637.61761,58486453
Turkmenistan,1995,3987.545637,4207841
Turks and Caicos Islands,1995,,16221
Tuvalu,1995,2906.096225,9298
Uganda,1995,1082.927784,20413157
Ukraine,1995,7616.545726,50903783
United Arab Emirates,1995,101570.9921,2415099
United Kingdom,1995,32571.46779,57932450
United States,1995,42999.78871,265163740
United States Virgin Islands,1995,,107388
Upper middle income,1995,6123.517117,
Uruguay,1995,12944.99585,3224275
Uzbekistan,1995,2494.445713,22791033
Vanuatu,1995,2923.44045,168161
Vatican,1995,,778
Venezuela,1995,,21931087
Vietnam,1995,2252.633856,74910462
Wallis and Futuna,1995,,14147
Western Sahara,1995,,255635
World,1995,9911.465984,5744212929
Yemen,1995,,14913313
Zambia,1995,1908.698795,9096608
Zimbabwe,1995,3489.017804,11410721
Afghanistan,1994,,17075728
Africa,1994,,699445412
Africa Eastern and Southern,1994,2528.416435,
Africa Western and Central,1994,2594.500887,
Albania,1994,3921.851207,3146518
Algeria,1994,7792.084354,28213777
American Samoa,1994,,52099
Andorra,1994,,62676
Angola,1994,3717.365229,13503753
Anguilla,1994,,9661
Antigua and Barbuda,1994,16698.14716,67201
Arab World,1994,9919.717985,
Argentina,1994,18092.02081,34402669
Armenia,1994,2757.23181,3283664
Aruba,1994,39830.51924,76705
Asia,1994,,3441075571
Australia,1994,32114.83084,17798526
Austria,1994,39378.70612,7947215
Azerbaijan,1994,3469.770316,7683704
Bahamas,1994,33742.4794,275849
Bahrain,1994,46538.77472,549590
Bangladesh,1994,1648.734023,112737684
Barbados,1994,12836.38128,264893
Belarus,1994,6458.186142,10108280
Belgium,1994,36980.73316,10155909
Belize,1994,6002.809862,201679
Benin,1994,2195.822052,5714215
Bermuda,1994,65904.72042,63101
Bhutan,1994,3205.291336,531905
Bolivia,1994,4925.107764,7466792
Bonaire Sint Eustatius and Saba,1994,,14858
Bosnia and Herzegovina,1994,1653.422931,3936527
Botswana,1994,9510.116168,1434061
Brazil,1994,10953.12026,159432717
British Virgin Islands,1994,,19068
Brunei,1994,71176.34193,289452
Bulgaria,1994,10613.94211,8474822
Burkina Faso,1994,1046.609681,9816584
Burundi,1994,1044.716068,5898964
Cambodia,1994,1111.166782,10317901
Cameroon,1994,2514.811052,13230978
Canada,1994,,28860734
Cape Verde,1994,2288.241204,376409
Caribbean Small States,1994,11109.04763,
Cayman Islands,1994,,30521
Central African Republic,1994,1053.745934,3135017
Central Europe and the Baltics,1994,13056.02264,
Chad,1994,960.5858162,6781057
Channel Islands,1994,,142867
Chile,1994,12382.8833,14166346
China,1994,2178.924057,1230020026
Colombia,1994,9100.983493,35758978
Comoros,1994,2730.62804,462280
Congo,1994,4464.759276,2632345
Cook Islands,1994,,19081
Costa Rica,1994,11198.02715,3458829
Cote d'Ivoire,1994,3922.81724,13735438
Croatia,1994,,4657800
Cuba,1994,,10838461
Curacao,1994,,145132
Cyprus,1994,26962.57782,837104
Czechia,1994,21356.3128,10360964
Democratic Republic of Congo,1994,1066.468172,40252973
Denmark,1994,41969.68871,5211334
Djibouti,1994,,622364
Dominica,1994,8144.829448,71044
Dominican Republic,1994,7122.376245,7683707
Early-demographic dividend,1994,4871.811204,
East Asia & Pacific,1994,5975.373549,
East Asia & Pacific (IDA & IBRD),1994,2991.715038,
East Asia & Pacific (excluding high income),1994,2959.172678,
Ecuador,1994,8571.739211,11207999
Egypt,1994,6321.250708,61095804
El Salvador,1994,6002.494904,5561916
Equatorial Guinea,1994,1572.062326,479099
Eritrea,1994,,2218436
Estonia,1994,,1457090
Eswatini,1994,5123.078589,907622
Ethiopia,1994,659.0914013,55180993
Euro area,1994,34057.84131,
Europe,1994,,727366460
Europe & Central Asia,1994,21933.67763,
Europe & Central Asia (IDA & IBRD),1994,10618.9841,
Europe & Central Asia (excluding high income),1994,10466.95753,
European Union,1994,29473.75273,
Faeroe Islands,1994,,45848
Falkland Islands,1994,,2384
Fiji,1994,8912.173404,765607
Finland,1994,30340.82384,5097090
France,1994,34576.54381,57587122
French Guiana,1994,,133186
French Polynesia,1994,,214196
Gabon,1994,18099.39572,1057252
Gambia,1994,2175.50442,1094219
Georgia,1994,3045.042484,5097126
Germany,1994,38824.28277,80832928
Ghana,1994,2475.02128,16561677
Gibraltar,1994,,28605
Greece,1994,24566.70379,10644939
Greenland,1994,,55817
Grenada,1994,8565.27944,99345
Guadeloupe,1994,,401066
Guam,1994,,142806
Guatemala,1994,5891.327439,10172303
Guinea,1994,1565.266703,7081119
Guinea-Bissau,1994,2042.459307,1066345
Guyana,1994,6364.831226,758896
Haiti,1994,2401.826815,7602318
Heavily indebted poor countries (HIPC),1994,1566.837542,
High income,1994,33858.13981,
Honduras,1994,3899.714051,5548969
Hong Kong,1994,34420.24654,5999619
Hungary,1994,16343.76319,10357586
IBRD only,1994,5080.725378,
IDA & IBRD total,1994,4473.880364,
IDA blend,1994,3037.808066,
IDA only,1994,1611.327015,
IDA total,1994,2104.103593,
Iceland,1994,,265140
India,1994,1994.226916,945601828
Indonesia,1994,5529.232182,193917458
Iran,1994,9239.981221,60590608
Iraq,1994,4419.14209,19539348
Ireland,1994,29999.42489,3567918
Isle of Man,1994,,71662
Israel,1994,,5105571
Italy,1994,37855.00774,57213538
Jamaica,1994,9826.210789,2509042
Japan,1994,33250.17851,126053127
Jordan,1994,8164.830487,4410357
Kazakhstan,1994,9126.25583,16022224
Kenya,1994,2928.586997,26950508
Kiribati,1994,2085.859957,76668
Kuwait,1994,,1659304
Kyrgyzstan,1994,2688.351778,4518808
Laos,1994,2227.943118,4735837
Late-demographic dividend,1994,5256.235838,
Latin America & Caribbean,1994,11784.01519,
Latin America & Caribbean (IDA & IBRD),1994,11758.27974,
Latin America & Caribbean (excluding high income),1994,11287.41947,
Latvia,1994,,2543632
Least developed countries: UN classification,1994,1403.590226,
Lebanon,1994,12961.87854,3403359
Lesotho,1994,1535.528093,1861323
Liberia,1994,,1986491
Libya,1994,,4854871
Liechtenstein,1994,,30415
Lithuania,1994,,3649142
Low & middle income,1994,4300.777385,
Lower middle income,1994,3145.399746,
Luxembourg,1994,76714.1769,402435
Macao,1994,57163.54759,377805
Madagascar,1994,1591.419765,13066544
Malawi,1994,896.104051,9745695
Malaysia,1994,13315.42234,19977508
Maldives,1994,,248582
Mali,1994,1483.067953,9334893
Malta,1994,18689.72743,373754
Marshall Islands,1994,3740.921477,50214
Martinique,1994,,366254
Mauritania,1994,4454.838908,2255520
Mauritius,1994,9252.715908,1114146
Mayotte,1994,,117470
Mexico,1994,16067.14605,90156396
Micronesia (country),1994,3269.85575,106030
Middle East & North Africa,1994,11106.34638,
Middle East & North Africa (IDA & IBRD),1994,6803.684308,
Middle East & North Africa (excluding high income),1994,6775.563379,
Middle income,1994,4536.892437,
Moldova,1994,,4358790
Monaco,1994,,30436
Mongolia,1994,3911.273193,2280475
Montenegro,1994,,620076
Montserrat,1994,,10362
Morocco,1994,4101.798323,26584473
Mozambique,1994,475.2497233,14948050
Myanmar,1994,733.0661208,43383421
Namibia,1994,6213.231029,1591826
Nauru,1994,,10496
Nepal,1994,1807.697207,21040899
Netherlands,1994,38494.21785,15369121
New Caledonia,1994,,188366
New Zealand,1994,28891.04395,3623272
Nicaragua,1994,3261.219009,4559010
Niger,1994,1021.952575,9168316
Nigeria,1994,2977.090165,105293701
Niue,1994,,2201
North America,1994,41305.92198,449318541
North Korea,1994,,21577979
North Macedonia,1994,9134.158499,1981713
Northern Mariana Islands,1994,,45361
Norway,1994,47541.78149,4341616
OECD members,1994,30562.77857,
Oceania,1994,,28979990
Oman,1994,28377.35413,2148416
Pacific island small states,1994,5707.803742,
Pakistan,1994,3115.102968,120362764
Palau,1994,,16735
Palestine,1994,3951.205493,2501973
Panama,1994,12679.48582,2684117
Papua New Guinea,1994,3464.84846,5065664
Paraguay,1994,8923.495232,4666096
Peru,1994,5837.089956,23851405
Philippines,1994,4085.14541,68180846
Poland,1994,11649.16378,38389469
Portugal,1994,24560.35706,10045032
Post-demographic dividend,1994,32986.14231,
Pre-demographic dividend,1994,2117.700805,
Puerto Rico,1994,24412.27581,3536806
Qatar,1994,,507044
Reunion,1994,,660565
Romania,1994,11383.29221,23115814
Russia,1994,13880.46518,148349443
Rwanda,1994,542.6598412,5936253
Saint Barthlemy,1994,,6183
Saint Helena,1994,,6305
Saint Kitts and Nevis,1994,16877.45698,41618
Saint Lucia,1994,12335.30474,145080
Saint Martin (French part),1994,,28482
Saint Pierre and Miquelon,1994,,6416
Saint Vincent and the Grenadines,1994,7025.26822,108059
Samoa,1994,3871.205958,168689
San Marino,1994,,25588
Sao Tome and Principe,1994,,129425
Saudi Arabia,1994,43761.31812,18214475
Senegal,1994,2317.935828,8461066
Serbia,1994,,9861631
Seychelles,1994,15848.53641,75444
Sierra Leone,1994,1206.394642,4309780
Singapore,1994,46975.5644,3415701
Sint Maarten (Dutch part),1994,,30950
Slovakia,1994,12554.73158,5362894
Slovenia,1994,,1995326
Solomon Islands,1994,2779.921003,349273
Somalia,1994,,7372592
South Africa,1994,9453.161454,40564061
South America,1994,,316958269
South Asia,1994,2095.499401,
South Asia (IDA & IBRD),1994,2095.499401,
South Korea,1994,16698.27616,44820070
South Sudan,1994,,5111371
Spain,1994,28388.01265,39660079
